"","id","k","v"
"124301",4054807,"highway","tertiary"
"124302",4054807,"name","Town Street"
"124303",4054809,"highway","tertiary"
"124304",4054809,"name","Crab Lane"
"124305",4054809,"oneway","yes"
"125173",4060256,"highway","trunk"
"125174",4060256,"maxspeed","30 mph"
"125175",4060256,"name","Green Lane"
"125176",4060256,"ref","A658"
"125177",4060258,"highway","tertiary"
"125178",4060258,"maxspeed","30 mph"
"125179",4060258,"name","Kirk Lane"
"125180",4060259,"highway","primary"
"125181",4060259,"lit","yes"
"125182",4060259,"maxspeed","30 mph"
"125183",4060259,"name","New Road Side"
"125184",4060259,"ref","A65"
"125185",4060261,"highway","trunk"
"125186",4060261,"junction","roundabout"
"125187",4060261,"ref","A658"
"125188",4060263,"highway","service"
"125189",4060263,"oneway","yes"
"125190",4060263,"surface","paved"
"125393",4060653,"highway","residential"
"125394",4060653,"name","Greenthorpe Road"
"125395",4060655,"highway","residential"
"125396",4060655,"name","Thornhill Road"
"128320",4072011,"bicycle","yes"
"128321",4072011,"highway","trunk"
"128322",4072011,"oneway","yes"
"128323",4072011,"ref","A660"
"128337",4072022,"highway","service"
"128338",4072022,"oneway","yes"
"128339",4072023,"highway","service"
"128340",4072023,"junction","roundabout"
"128341",4072023,"name","Junction Street"
"128342",4072023,"oneway","yes"
"128343",4072024,"highway","service"
"128344",4072024,"oneway","yes"
"128345",4072025,"bicycle","yes"
"128346",4072025,"highway","trunk_link"
"128347",4072025,"oneway","yes"
"128348",4072026,"highway","unclassified"
"128349",4072026,"name","Junction Street"
"128350",4072027,"highway","unclassified"
"128351",4072027,"name","Kidacre Street"
"128352",4072028,"highway","primary"
"128353",4072028,"lanes","2"
"128354",4072028,"name","Hunslet Road"
"128355",4072028,"oneway","yes"
"128356",4072028,"ref","A639"
"128357",4072029,"highway","primary"
"128358",4072029,"lit","yes"
"128359",4072029,"maxspeed","30mph"
"128360",4072029,"name","Hunslet Road"
"128361",4072029,"oneway","yes"
"128362",4072029,"ref","A639"
"128363",4072031,"highway","unclassified"
"128364",4072031,"name","Atkinson Street"
"128365",4072032,"highway","unclassified"
"128366",4072032,"name","Donisthorpe Street"
"128367",4072033,"highway","unclassified"
"128368",4072033,"name","National Road"
"128369",4072033,"ncn_ref","67"
"128370",4072034,"highway","unclassified"
"128371",4072034,"name","Gibraltar Island Road"
"128372",4072035,"highway","unclassified"
"128373",4072035,"name","Severn Way"
"128374",4072036,"highway","unclassified"
"128375",4072036,"name","Old Mill Lane"
"128376",4072037,"highway","unclassified"
"128377",4072037,"name","Severn Road"
"128378",4072038,"highway","unclassified"
"128379",4072038,"junction","roundabout"
"128380",4072039,"highway","unclassified"
"128381",4072039,"junction","roundabout"
"128382",4072040,"bicycle","yes"
"128383",4072040,"foot","yes"
"128384",4072040,"highway","footway"
"128385",4072040,"ncn_ref","67"
"128386",4072041,"bicycle","yes"
"128387",4072041,"foot","yes"
"128388",4072041,"highway","footway"
"128389",4072041,"ncn_ref","67"
"128390",4072042,"bicycle","yes"
"128391",4072042,"foot","yes"
"128392",4072042,"highway","bridleway"
"128393",4072042,"ncn_ref","67"
"128394",4072042,"surface","gravel"
"128412",4072055,"highway","unclassified"
"128413",4072055,"name","Park Lane"
"128447",4072242,"bicycle","yes"
"128448",4072242,"highway","unclassified"
"128449",4072242,"ncn_ref","67"
"128450",4072243,"highway","secondary"
"128451",4072243,"name","Watergate"
"128452",4072243,"ref","B6135"
"128453",4072244,"highway","primary"
"128454",4072244,"maxspeed","40mph"
"128455",4072244,"name","Leeds Road"
"128456",4072244,"ref","A639"
"128457",4072245,"highway","tertiary"
"128458",4072245,"name","Savile Road"
"128459",4072246,"highway","tertiary"
"128460",4072246,"name","Mickletown Road"
"128461",4072247,"highway","unclassified"
"128462",4072247,"ncn_ref","67"
"128475",4072252,"highway","unclassified"
"128476",4072252,"name","Pennington Lane"
"128477",4072253,"highway","unclassified"
"128478",4072253,"name","Royds Lane"
"131514",4075938,"highway","unclassified"
"131515",4075938,"maxspeed","60 mph"
"131516",4075938,"name","Bayton Lane"
"131517",4075939,"footway","none"
"131518",4075939,"highway","unclassified"
"131519",4075939,"lanes","2"
"131520",4075939,"lit","no"
"131521",4075939,"maxspeed","60 mph"
"131522",4075939,"name","Dean Lane"
"131523",4075939,"surface","paved"
"142435",4137392,"highway","footway"
"146157",4191968,"highway","tertiary"
"146158",4191968,"lit","yes"
"146159",4191968,"maxspeed","30 mph"
"146160",4191968,"name","East Chevin Road"
"156145",4228567,"highway","unclassified"
"156146",4228567,"oneway","yes"
"156147",4228589,"highway","residential"
"156148",4228589,"name","Masham Street"
"156149",4228590,"highway","residential"
"156150",4228590,"name","Grasmere Road"
"156151",4228591,"highway","residential"
"156152",4228591,"name","Third Avenue"
"191290",4289743,"highway","residential"
"191291",4289743,"name","Granby Road"
"199579",4310118,"highway","pedestrian"
"199580",4310118,"name","Briggate"
"200600",4312071,"foot","yes"
"200601",4312071,"highway","footway"
"200602",4312072,"foot","yes"
"200603",4312072,"highway","footway"
"200604",4312073,"foot","yes"
"200605",4312073,"highway","footway"
"200606",4312074,"foot","yes"
"200607",4312074,"highway","footway"
"200610",4312076,"foot","yes"
"200611",4312076,"highway","footway"
"200612",4312077,"foot","yes"
"200613",4312077,"highway","footway"
"200638",4312094,"highway","residential"
"200639",4312095,"highway","unclassified"
"200640",4312095,"name","Westgate Lane"
"200641",4312096,"highway","residential"
"200642",4312096,"name","Acres Road"
"200643",4312097,"highway","unclassified"
"200644",4312097,"name","Westgate Lane"
"200645",4312098,"highway","residential"
"200646",4312098,"name","Broadland Way"
"200647",4312099,"highway","residential"
"200648",4312099,"name","Broadland Way"
"200649",4312100,"highway","residential"
"200650",4312100,"name","Westgate Grove"
"200651",4312103,"highway","residential"
"200652",4312103,"name","Westgate Lane"
"200653",4312104,"highway","residential"
"200654",4312104,"name","Westgate Close"
"200655",4312106,"highway","residential"
"200656",4312106,"name","Westgate Grove"
"200768",4312148,"highway","track"
"200911",4312371,"highway","residential"
"200912",4312371,"name","Valentine Mews"
"201141",4313021,"highway","primary"
"201142",4313021,"lit","yes"
"201143",4313021,"maxspeed","40mph"
"201144",4313021,"name","Leeds Road"
"201145",4313021,"ref","A61"
"201146",4313022,"highway","primary"
"201147",4313022,"lit","yes"
"201148",4313022,"maxspeed","40mph"
"201149",4313022,"name","Leeds Road"
"201150",4313022,"ref","A61"
"202312",4315055,"highway","trunk"
"202313",4315055,"maxspeed","30 mph"
"202314",4315055,"name","Leeds Road; Harrogate Road"
"202315",4315055,"ref","A61"
"206912",4322250,"highway","secondary"
"206913",4322250,"lanes","2"
"206914",4322250,"maxspeed","30mph"
"206915",4322250,"name","North Street"
"206916",4322250,"ref","B6164"
"206917",4322251,"highway","tertiary"
"206918",4322251,"maxspeed","30mph"
"206919",4322251,"name","York Road"
"206920",4322252,"highway","tertiary"
"206921",4322252,"maxspeed","30mph"
"206922",4322253,"highway","secondary"
"206923",4322253,"junction","roundabout"
"206924",4322253,"maxspeed","60mph"
"206925",4322253,"ref","B1224"
"208943",4325542,"highway","residential"
"208944",4325542,"name","Cartmell Drive"
"208945",4325543,"highway","residential"
"208946",4325543,"name","Neville Road"
"208947",4325546,"highway","residential"
"208948",4325546,"name","Sedbergh Close"
"208949",4325547,"highway","residential"
"208950",4325547,"name","Neville Road"
"208951",4325548,"highway","residential"
"208952",4325548,"name","Ullswater Crescent"
"208953",4325549,"highway","residential"
"208954",4325549,"name","Levens Place"
"208955",4325550,"highway","residential"
"208956",4325550,"name","Coronation Parade"
"208957",4325551,"highway","residential"
"208958",4325551,"name","Coronation Parade"
"208959",4325552,"highway","residential"
"208960",4325552,"name","Rathwell Road"
"208961",4325553,"highway","residential"
"208962",4325553,"name","Kendall Drive"
"208963",4325554,"highway","residential"
"208964",4325554,"name","Westminster Crescent"
"208965",4325555,"highway","residential"
"208966",4325555,"name","Cotterdale View"
"208967",4325556,"highway","residential"
"208968",4325556,"name","Lombard Street"
"208969",4325557,"highway","residential"
"208970",4325557,"name","Broadway"
"208971",4325558,"highway","residential"
"208972",4325558,"name","Alexander Avenue"
"208973",4325559,"highway","residential"
"208974",4325559,"name","Howard Avenue"
"208975",4325560,"highway","residential"
"208976",4325560,"name","Firbank Grove"
"208977",4325561,"highway","residential"
"208978",4325561,"name","Firbank Grove"
"208979",4325562,"highway","residential"
"208980",4325562,"name","Colby Rise"
"208981",4325563,"highway","residential"
"208982",4325563,"name","Esthwaite Gardens"
"208983",4325564,"highway","residential"
"208984",4325564,"name","Esthwaite Gardens"
"208985",4325565,"highway","residential"
"208986",4325565,"name","Ingleton Drive"
"208987",4325566,"highway","residential"
"208988",4325567,"highway","residential"
"208989",4325567,"name","Bowland Close"
"208990",4325568,"highway","residential"
"208991",4325568,"name","Carden Avenue"
"208992",4325569,"highway","residential"
"208993",4325569,"name","Freemantle Place"
"208994",4325570,"highway","residential"
"208995",4325570,"name","Forber Place"
"208996",4325571,"highway","residential"
"208997",4325571,"name","Tranter Place"
"208998",4325574,"highway","residential"
"208999",4325574,"name","Portage Avenue"
"209000",4325575,"highway","residential"
"209001",4325575,"name","Oak Crescent"
"209002",4325576,"highway","residential"
"209003",4325576,"name","Oak Road"
"209004",4325578,"highway","residential"
"209005",4325578,"name","Willow Crescent"
"209006",4325579,"highway","residential"
"209007",4325579,"name","Moor Avenue"
"209008",4325582,"highway","residential"
"209009",4325582,"name","Selby Avenue"
"209010",4325583,"highway","tertiary"
"209011",4325583,"name","Halton Moor Avenue"
"209012",4325584,"highway","residential"
"209013",4325584,"name","Wykebeck Mount"
"209014",4325585,"highway","residential"
"209015",4325585,"name","Neville Road"
"209016",4325586,"highway","residential"
"209017",4325586,"name","Neville Parade"
"209018",4325587,"highway","residential"
"209019",4325587,"name","Neville Mount"
"209020",4325588,"highway","residential"
"209021",4325588,"name","Neville View"
"209022",4325589,"highway","residential"
"209023",4325589,"name","Neville Grove"
"209024",4325590,"highway","residential"
"209025",4325590,"name","Neville Walk"
"209026",4325592,"highway","tertiary"
"209027",4325592,"name","Halton Moor Road"
"209028",4325593,"highway","tertiary"
"209029",4325593,"name","Osmondthorpe Lane"
"209030",4325594,"highway","residential"
"209031",4325594,"name","Neville Avenue"
"209032",4325595,"highway","residential"
"209033",4325595,"name","Neville Terrace"
"209034",4325597,"highway","residential"
"209035",4325597,"name","Neville Place"
"209036",4325599,"highway","residential"
"209037",4325599,"name","Wykebeck Square"
"209038",4325600,"highway","residential"
"209039",4325600,"name","Wykebeck View"
"209040",4325601,"highway","residential"
"209041",4325601,"name","Wykebeck Crescent"
"209042",4325602,"highway","residential"
"209043",4325602,"name","Wykebeck Grove"
"209044",4325603,"highway","residential"
"209045",4325603,"name","Rookwood Mount"
"209048",4325672,"highway","pedestrian"
"209049",4325672,"name","Kirkgate"
"209050",4325673,"highway","pedestrian"
"209051",4325673,"name","Central Road"
"209052",4325674,"highway","pedestrian"
"209053",4325675,"bicycle","yes"
"209054",4325675,"highway","trunk"
"209055",4325675,"junction","roundabout"
"209056",4325675,"lanes","3"
"209057",4325675,"lit","yes"
"209058",4325675,"maxspeed","30mph"
"209059",4325675,"name","Eastgate"
"209060",4325675,"ref","A61"
"209061",4325683,"highway","unclassified"
"209062",4325683,"name","Gower Street"
"209063",4325690,"highway","unclassified"
"209064",4325690,"name","Lady Lane"
"209065",4325690,"oneway","yes"
"209066",4325713,"highway","unclassified"
"209067",4325713,"name","Harrison Street"
"209222",4326312,"highway","unclassified"
"209223",4326312,"maxspeed","30 mph"
"209224",4326312,"name","Moorfield Road"
"209225",4326313,"highway","trunk"
"209226",4326313,"junction","roundabout"
"209227",4326313,"maxspeed","30mph"
"209228",4326313,"ref","A6120"
"209229",4326318,"highway","trunk"
"209230",4326318,"maxspeed","60mph"
"209231",4326318,"name","Ring Road Farsley"
"209232",4326318,"ref","A6120"
"209233",4326319,"highway","trunk"
"209234",4326319,"maxspeed","60mph"
"209235",4326319,"name","Broadway"
"209236",4326319,"ref","A6120"
"209237",4326325,"highway","trunk"
"209238",4326325,"maxspeed","60mph"
"209239",4326325,"oneway","yes"
"209240",4326325,"ref","A6120"
"209241",4326326,"highway","trunk"
"209242",4326326,"maxspeed","60mph"
"209243",4326326,"oneway","yes"
"209244",4326326,"ref","A6120"
"209245",4326327,"highway","trunk"
"209246",4326327,"junction","roundabout"
"209247",4326327,"maxspeed","40mph"
"209248",4326327,"name","Dawsons Corner"
"209249",4326327,"oneway","yes"
"209250",4326327,"ref","A6120"
"209251",4326330,"highway","trunk"
"209252",4326330,"maxspeed","60mph"
"209253",4326330,"name","Ring Road"
"209254",4326330,"oneway","yes"
"209255",4326330,"ref","A6120"
"209256",4326331,"highway","trunk"
"209257",4326331,"maxspeed","60mph"
"209258",4326331,"name","Ring Road"
"209259",4326331,"oneway","yes"
"209260",4326331,"ref","A6120"
"209261",4326332,"highway","trunk"
"209262",4326332,"maxspeed","60mph"
"209263",4326332,"name","Horsforth New Road"
"209264",4326332,"oneway","yes"
"209265",4326332,"ref","A6120"
"209266",4326333,"highway","trunk"
"209267",4326333,"maxspeed","60mph"
"209268",4326333,"name","Horsforth New Road"
"209269",4326333,"oneway","yes"
"209270",4326333,"ref","A6120"
"209271",4326334,"highway","trunk"
"209272",4326334,"maxspeed","60mph"
"209273",4326334,"name","Broadway"
"209274",4326334,"ref","A6120"
"209275",4326335,"bridge","yes"
"209276",4326335,"highway","trunk"
"209277",4326335,"maxspeed","60mph"
"209278",4326335,"name","Broadway"
"209279",4326335,"ref","A6120"
"209280",4326340,"footway","left"
"209281",4326340,"highway","unclassified"
"209282",4326340,"lanes","2"
"209283",4326340,"lit","yes"
"209284",4326340,"maxspeed","30 mph"
"209285",4326340,"name","Whitehouse Lane"
"209286",4326340,"surface","paved"
"209287",4326342,"footway","none"
"209288",4326342,"highway","trunk"
"209289",4326342,"lanes","2"
"209290",4326342,"maxspeed","30 mph"
"209291",4326342,"name","Victoria Avenue"
"209292",4326342,"oneway","yes"
"209293",4326342,"ref","A658"
"209514",4326732,"bicycle","yes"
"209515",4326732,"bridge","yes"
"209516",4326732,"highway","trunk"
"209517",4326732,"maxspeed","30 mph"
"209518",4326732,"name","Crown Point Bridge"
"209519",4326732,"ref","A61"
"209520",4326733,"highway","unclassified"
"209521",4326733,"name","Goodman Street"
"209522",4326733,"ncn_ref","67"
"209523",4326734,"bicycle","yes"
"209524",4326734,"foot","yes"
"209525",4326734,"highway","footway"
"209526",4326734,"ncn_ref","67"
"209527",4326735,"bicycle","yes"
"209528",4326735,"highway","trunk_link"
"209529",4326735,"lanes","2"
"209530",4326735,"lit","yes"
"209531",4326735,"name","Crown Point Road"
"209532",4326735,"oneway","yes"
"209533",4326736,"bicycle","yes"
"209534",4326736,"highway","trunk"
"209535",4326736,"lanes","2"
"209536",4326736,"lit","yes"
"209537",4326736,"maxspeed","30 mph"
"209538",4326736,"name","Black Bull Street"
"209539",4326736,"oneway","yes"
"209540",4326736,"ref","A61"
"222708",4354666,"highway","trunk"
"222709",4354666,"lit","yes"
